04:13 ;		 		ExpID; HP_Set;  Fold;   Epoch;   TrainLoss;   		 TrainAcc;             ValLoss;              	ValAcc; 	LR
06:40 ;		 		7; 9; 2; 28; 0.23278213895502545; 0.8928571428571429; 1.0357579570263624; 0.6; 0.0008
06:40 ;		 		 ExpID; HP_Set;  Fold;   Epoch;   TrainLoss;   		 TrainAcc;             ValLoss;              	ValAcc; 	LR
06:41 ;		 		8; 9; 3; 0; 0.699163590158735; 0.4880952380952381; 0.6873430609703064; 0.5; 0.0008
06:41 ;		 		8; 9; 3; 1; 0.6768167473021007; 0.6071428571428571; 0.6785280227661132; 0.6; 0.0008
06:42 ;		 		8; 9; 3; 2; 0.6640320335115705; 0.7023809523809523; 0.6665890097618103; 0.6; 0.0008
06:43 ;		 		8; 9; 3; 3; 0.6614757435662406; 0.6071428571428571; 0.6798390865325927; 0.5; 0.0008
06:43 ;		 		8; 9; 3; 4; 0.6143712656838554; 0.6785714285714286; 0.639648699760437; 0.6; 0.0008
06:44 ;		 		8; 9; 3; 5; 0.6146301428476969; 0.75; 0.6183894872665405; 0.8; 0.0008
06:44 ;		 		8; 9; 3; 6; 0.6251852029845828; 0.6904761904761905; 0.6205689549446106; 0.6; 0.0008
06:45 ;		 		8; 9; 3; 7; 0.6190975790932065; 0.7142857142857143; 0.6639607429504395; 0.5; 0.0008
06:46 ;		 		8; 9; 3; 8; 0.5659544808523995; 0.7738095238095238; 0.6003586769104003; 0.7; 0.0008
06:47 ;		 		8; 9; 3; 9; 0.5663293628465562; 0.7619047619047619; 0.5906524419784546; 0.6; 0.0008
06:47 ;		 		8; 9; 3; 10; 0.5722766660508656; 0.7261904761904762; 0.6006104946136475; 0.6; 0.0008
06:48 ;		 		8; 9; 3; 11; 0.5345908062798637; 0.7857142857142857; 0.5722585201263428; 0.7; 0.0008
06:49 ;		 		8; 9; 3; 12; 0.5453916688760122; 0.7380952380952381; 0.4981657028198242; 0.9; 0.0008
06:49 ;		 		8; 9; 3; 13; 0.5064509198779151; 0.8214285714285714; 0.4958757281303406; 1.0; 0.0008
06:50 ;		 		8; 9; 3; 14; 0.48262920549937655; 0.7857142857142857; 0.46123098134994506; 0.8; 0.0008
06:50 ;		 		8; 9; 3; 15; 0.4485701223214467; 0.8333333333333334; 0.41786266565322877; 0.9; 0.0008
06:51 ;		 		8; 9; 3; 16; 0.4180322970662798; 0.8571428571428571; 0.5333381295204163; 0.6; 0.0008
06:52 ;		 		8; 9; 3; 17; 0.3795671874568576; 0.9166666666666666; 0.39238113164901733; 0.9; 0.0008
06:53 ;		 		8; 9; 3; 18; 0.43480345606803894; 0.8333333333333334; 0.42584786415100095; 0.9; 0.0008
06:53 ;		 		8; 9; 3; 19; 0.39632468706085566; 0.8333333333333334; 0.3343080699443817; 0.9; 0.0008
06:54 ;		 		8; 9; 3; 20; 0.3750742943513961; 0.8333333333333334; 0.40003868490457534; 0.8; 0.0008
06:55 ;		 		8; 9; 3; 21; 0.3459151869728452; 0.8571428571428571; 0.33582415580749514; 0.9; 0.0008
06:55 ;		 		8; 9; 3; 22; 0.3459288279215495; 0.8333333333333334; 0.48188856840133665; 0.6; 0.0008
06:56 ;		 		8; 9; 3; 23; 0.36005828636033194; 0.8571428571428571; 0.5904908761382103; 0.8; 0.0008
06:57 ;		 		8; 9; 3; 24; 0.27823151648044586; 0.8809523809523809; 0.2841777205467224; 0.9; 0.0008
06:58 ;		 		8; 9; 3; 25; 0.2880657152051017; 0.8571428571428571; 0.3091738626360893; 0.9; 0.0008
06:58 ;		 		8; 9; 3; 26; 0.27684556586401804; 0.9285714285714286; 0.3651392191648483; 0.9; 0.0008
06:59 ;		 		8; 9; 3; 27; 0.39245788007974625; 0.8095238095238095; 0.3458442062139511; 0.9; 0.0008
07:00 ;		 		8; 9; 3; 28; 0.26705159885542734; 0.8809523809523809; 0.8671567430719733; 0.5; 0.0008
07:01 ;		 		8; 9; 3; 29; 0.28291558367865427; 0.8571428571428571; 0.49211294651031495; 0.5; 0.0008
