Timestamp;		 Model;OuterFold;InnerFold;HPset;Epoch;TrainLoss;TrainAcc;ValLoss;ValAcc;AUC;EMA_ValLoss;LR;NoImprove;LrDrop;EsTriggered;BestValLoss;BestEpoch
09/02/25 - 10:22 ;		 MultiViewCNN;1;1;2;29;0.5045627951622009;0.8064516129032258;0.5657258216411837;0.7096774193548387;0.8025210084033613;0.5788509098374017;0.0001;0;0;0;0.5657258216411837;29
09/02/25 - 10:23 ;		 MultiViewCNN;1;1;3;0;0.6935946999057647;0.5161290322580645;0.6860864297036202;0.5483870967741935;0.8130252100840336;0.6860864297036202;0.0002;0;0;0;0.6860864297036202;0
09/02/25 - 10:23 ;		 MultiViewCNN;1;1;3;1;0.6853788379699953;0.5483870967741935;0.682586669921875;0.6451612903225806;0.8445378151260504;0.6850365017690966;0.0002;1;0;0;0.6860864297036202;0
09/02/25 - 10:24 ;		 MultiViewCNN;1;1;3;2;0.6770493388175964;0.5806451612903226;0.676597289500698;0.6451612903225806;0.7941176470588235;0.6825047380885769;0.0002;0;0;0;0.676597289500698;2
09/02/25 - 10:24 ;		 MultiViewCNN;1;1;3;3;0.6703595826702733;0.5483870967741935;0.6694754035242142;0.6451612903225806;0.7521008403361344;0.6785959377192681;0.0002;0;0;0;0.6694754035242142;3
09/02/25 - 10:25 ;		 MultiViewCNN;1;1;3;4;0.6651571546831438;0.6774193548387096;0.6642020325506887;0.6451612903225806;0.7394957983193278;0.6742777661686943;0.0002;0;0;0;0.6642020325506887;4
09/02/25 - 10:25 ;		 MultiViewCNN;1;1;3;5;0.6634381182732121;0.6774193548387096;0.659549472793456;0.6451612903225806;0.7268907563025211;0.6698592781561228;0.0002;0;0;0;0.659549472793456;5
09/02/25 - 10:26 ;		 MultiViewCNN;1;1;3;6;0.6527230797275421;0.6774193548387096;0.6550159454345703;0.6129032258064516;0.7310924369747898;0.665406278339657;0.0002;0;0;0;0.6550159454345703;6
09/02/25 - 10:26 ;		 MultiViewCNN;1;1;3;7;0.6598792287611193;0.6129032258064516;0.650307011219763;0.5806451612903226;0.7310924369747898;0.6608764982036888;0.0002;0;0;0;0.650307011219763;7
09/02/25 - 10:27 ;		 MultiViewCNN;1;1;3;8;0.6387771810254743;0.6774193548387096;0.6461596815816818;0.5806451612903226;0.7352941176470588;0.6564614532170866;0.0002;0;0;0;0.6461596815816818;8
09/02/25 - 10:27 ;		 MultiViewCNN;1;1;3;9;0.6540070656807192;0.5806451612903226;0.6438915498795048;0.5806451612903226;0.726890756302521;0.652690482215812;0.0002;0;0;0;0.6438915498795048;9
09/02/25 - 10:28 ;		 MultiViewCNN;1;1;3;10;0.6575917524676169;0.6290322580645161;0.6390454211542683;0.5806451612903226;0.7352941176470589;0.6485969638973489;0.0002;0;0;0;0.6390454211542683;10
09/02/25 - 10:28 ;		 MultiViewCNN;1;1;3;11;0.6387155344409328;0.6935483870967742;0.6361128111039439;0.5806451612903226;0.7310924369747899;0.6448517180593274;0.0002;0;0;0;0.6361128111039439;11
09/02/25 - 10:29 ;		 MultiViewCNN;1;1;3;12;0.6500657393086341;0.6774193548387096;0.6339471474770577;0.5806451612903226;0.7184873949579832;0.6415803468846464;0.0002;0;0;0;0.6339471474770577;12
09/02/25 - 10:29 ;		 MultiViewCNN;1;1;3;13;0.6336956697125589;0.7096774193548387;0.6291930175596668;0.6129032258064516;0.7352941176470589;0.6378641480871525;0.0002;0;0;0;0.6291930175596668;13
09/02/25 - 10:30 ;		 MultiViewCNN;1;1;3;14;0.6295456636336542;0.6612903225806451;0.6240525687894514;0.6129032258064516;0.7436974789915967;0.6337206742978422;0.0002;0;0;0;0.6240525687894514;14
09/02/25 - 10:31 ;		 MultiViewCNN;1;1;3;15;0.6368336965960841;0.6612903225806451;0.6208520685472796;0.6129032258064516;0.7478991596638656;0.6298600925726734;0.0002;0;0;0;0.6208520685472796;15
09/02/25 - 10:31 ;		 MultiViewCNN;1;1;3;16;0.6503193589948839;0.5967741935483871;0.6202575026019927;0.6129032258064516;0.7394957983193278;0.6269793155814691;0.0002;0;0;0;0.6202575026019927;16
09/02/25 - 10:31 ;		 MultiViewCNN;1;1;3;17;0.6008463425021018;0.7580645161290323;0.6163588396964534;0.6129032258064516;0.7436974789915967;0.6237931728159644;0.0002;0;0;0;0.6163588396964534;17
09/02/25 - 10:32 ;		 MultiViewCNN;1;1;3;18;0.6038625144189403;0.7419354838709677;0.6104021360797267;0.6129032258064516;0.7605042016806722;0.619775861795093;0.0002;0;0;0;0.6104021360797267;18
